gRNA	gene	list	value
p139690854	KIAA1984	list	53
p139690869	KIAA1984	list	151
p139690896	KIAA1984	list	127
p139693541	KIAA1984	list	98
p139693558	KIAA1984	list	70
p139693587	KIAA1984	list	9
m11983506	KIAA2013	list	59
m11985315	KIAA2013	list	184
m11985717	KIAA2013	list	100
m11986040	KIAA2013	list	33
m11986050	KIAA2013	list	180
m11986271	KIAA2013	list	199
p11986022	KIAA2013	list	186
p11986128	KIAA2013	list	29
p11986188	KIAA2013	list	43
p11986274	KIAA2013	list	157
m113383240	KIAA2018	list	1
m113388969	KIAA2018	list	130
m113389004	KIAA2018	list	152
p113383213	KIAA2018	list	133
p113383219	KIAA2018	list	3
p113388954	KIAA2018	list	7
p113388959	KIAA2018	list	182
p113392191	KIAA2018	list	61
p113393699	KIAA2018	list	169
p113393704	KIAA2018	list	82
m73964206	KIAA2022	list	9
m73964294	KIAA2022	list	188
m73965444	KIAA2022	list	108
m73965466	KIAA2022	list	115
p73964187	KIAA2022	list	97
p73964198	KIAA2022	list	122
p73964228	KIAA2022	list	77
p73964233	KIAA2022	list	188
p73964279	KIAA2022	list	183
p73965454	KIAA2022	list	104
m6007684	KIAA2026	list	134
m6007696	KIAA2026	list	31
m6007702	KIAA2026	list	139
m6007723	KIAA2026	list	195
m6007748	KIAA2026	list	88
m6007753	KIAA2026	list	38
m6007767	KIAA2026	list	43
p6007704	KIAA2026	list	106
p6007710	KIAA2026	list	192
p6007755	KIAA2026	list	177
m94353147	KIF11	list	156
m94366056	KIF11	list	37
m94366413	KIF11	list	49
p94353149	KIF11	list	114
p94353155	KIF11	list	9
p94353187	KIF11	list	32
p94366020	KIF11	list	19
p94366085	KIF11	list	87
p94366093	KIF11	list	40
p94366110	KIF11	list	102
m17987327	KIF13A	list	56
m17987337	KIF13A	list	193
m17987342	KIF13A	list	72
m17987348	KIF13A	list	189
m17987681	KIF13A	list	102
p17987300	KIF13A	list	184
p17987624	KIF13A	list	150
p17987631	KIF13A	list	178
p17987636	KIF13A	list	192
p17987642	KIF13A	list	138
m200587359	KIF14	list	62
m200587532	KIF14	list	96
m200587566	KIF14	list	144
m200587578	KIF14	list	198
m200587727	KIF14	list	90
m200587816	KIF14	list	46
p200587585	KIF14	list	157
p200587675	KIF14	list	64
p200587736	KIF14	list	125
p200587742	KIF14	list	122
m44816791	KIF15	list	126
m44816849	KIF15	list	107
m44816862	KIF15	list	125
m44816873	KIF15	list	26
p44803345	KIF15	list	58
p44815888	KIF15	list	19
p44815907	KIF15	list	18
p44816782	KIF15	list	200
p44816794	KIF15	list	116
p44816840	KIF15	list	30
m28116301	KIF18A	list	67
m28116328	KIF18A	list	18
m28119385	KIF18A	list	10
m28119397	KIF18A	list	4
m28119436	KIF18A	list	20
m28119481	KIF18A	list	108
p28116309	KIF18A	list	2
p28116318	KIF18A	list	9
p28119336	KIF18A	list	114
p28119442	KIF18A	list	111
m43013606	KIF18B	list	74
m43013621	KIF18B	list	152
m43013627	KIF18B	list	24
m43013634	KIF18B	list	65
m43013670	KIF18B	list	124
m43013675	KIF18B	list	58
m43013681	KIF18B	list	98
m43013702	KIF18B	list	177
p43013608	KIF18B	list	99
p43013636	KIF18B	list	69
m241727616	KIF1A	list	118
m241737077	KIF1A	list	177
m241737138	KIF1A	list	38
m241737163	KIF1A	list	16
p241727624	KIF1A	list	178
p241728649	KIF1A	list	147
p241728694	KIF1A	list	51
p241737084	KIF1A	list	153
p241737096	KIF1A	list	123
p241737106	KIF1A	list	176
m137515386	KIF20A	list	63
m137515393	KIF20A	list	98
m137515412	KIF20A	list	118
m137515435	KIF20A	list	52
m137515485	KIF20A	list	3
m137515514	KIF20A	list	43
p137515377	KIF20A	list	54
p137515440	KIF20A	list	92
p137515500	KIF20A	list	110
p137517100	KIF20A	list	15
m91465113	KIF20B	list	37
m91465178	KIF20B	list	192
m91465189	KIF20B	list	63
m91468955	KIF20B	list	178
m91469149	KIF20B	list	158
p91465100	KIF20B	list	65
p91465123	KIF20B	list	166
p91468934	KIF20B	list	74
p91469097	KIF20B	list	162
p91469140	KIF20B	list	146
m29808388	KIF22	list	59
p29808370	KIF22	list	100
p29809689	KIF22	list	200
p29809722	KIF22	list	16
p29809744	KIF22	list	148
p29809754	KIF22	list	145
p29809759	KIF22	list	45
p29809785	KIF22	list	104
p29809794	KIF22	list	144
p29809800	KIF22	list	64
m69706805	KIF23	list	156
m69708376	KIF23	list	42
m69709741	KIF23	list	33
m69709754	KIF23	list	32
m69709811	KIF23	list	141
p69708378	KIF23	list	163
p69709710	KIF23	list	32
p69709723	KIF23	list	58
p69709792	KIF23	list	98
p69709814	KIF23	list	121
m168430264	KIF25	list	16
m168431505	KIF25	list	46
p168430335	KIF25	list	197
p168431438	KIF25	list	166
p168431461	KIF25	list	180
p168431468	KIF25	list	67
p168434558	KIF25	list	112
p168434565	KIF25	list	147
p168434573	KIF25	list	138
p168434580	KIF25	list	139
m61643906	KIF2A	list	80
m61643912	KIF2A	list	131
m61643937	KIF2A	list	161
m61643943	KIF2A	list	75
m61643952	KIF2A	list	37
m61643958	KIF2A	list	183
m61645927	KIF2A	list	103
p61642954	KIF2A	list	189
p61642998	KIF2A	list	81
p61643861	KIF2A	list	166
m45205603	KIF2C	list	56
m45205632	KIF2C	list	1
m45205643	KIF2C	list	68
m45205663	KIF2C	list	9
m45206602	KIF2C	list	155
p45205591	KIF2C	list	174
p45205606	KIF2C	list	105
p45205622	KIF2C	list	111
p45205652	KIF2C	list	65
p45206587	KIF2C	list	7
m30897718	KIF3B	list	121
m30897731	KIF3B	list	34
m30897749	KIF3B	list	198
p30897594	KIF3B	list	44
p30897608	KIF3B	list	96
p30897619	KIF3B	list	106
p30897624	KIF3B	list	198
p30897651	KIF3B	list	65
p30897660	KIF3B	list	62
p30897672	KIF3B	list	64
m154393590	KIF4B	list	166
m154393749	KIF4B	list	82
m154393920	KIF4B	list	1
m154393987	KIF4B	list	80
m154394026	KIF4B	list	117
p154393433	KIF4B	list	174
p154393709	KIF4B	list	134
p154393715	KIF4B	list	168
p154393889	KIF4B	list	200
p154393976	KIF4B	list	151
m170004653	KIFAP3	list	45
m170007432	KIFAP3	list	123
m170007451	KIFAP3	list	105
m170007496	KIFAP3	list	13
m170007544	KIFAP3	list	186
p170001083	KIFAP3	list	96
p170004643	KIFAP3	list	102
p170004664	KIFAP3	list	118
p170007438	KIFAP3	list	151
p170007457	KIFAP3	list	188
m33365872	KIFC1	list	110
m33365880	KIFC1	list	79
m33365937	KIFC1	list	116
p33359752	KIFC1	list	145
p33365840	KIFC1	list	90
p33365884	KIFC1	list	193
p33365897	KIFC1	list	176
p33365904	KIFC1	list	166
p33365909	KIFC1	list	184
p33365921	KIFC1	list	173
m55524228	KIT	list	85
m55524243	KIT	list	103
m55561712	KIT	list	12
m55561718	KIT	list	122
p55524166	KIT	list	180
p55524175	KIT	list	28
p55524182	KIT	list	142
p55561682	KIT	list	61
p55561738	KIT	list	76
p55561752	KIT	list	196
m12996940	KLF1	list	118
m12997866	KLF1	list	162
m12997904	KLF1	list	114
p12997871	KLF1	list	182
p12997876	KLF1	list	153
p12997906	KLF1	list	59
p12997912	KLF1	list	169
p12997921	KLF1	list	160
p12997927	KLF1	list	104
p12997933	KLF1	list	175
m103664231	KLF10	list	60
m103664425	KLF10	list	127
m103664444	KLF10	list	140
m103664508	KLF10	list	38
m103664598	KLF10	list	133
p103664203	KLF10	list	72
p103664245	KLF10	list	34
p103664254	KLF10	list	174
p103664377	KLF10	list	177
p103664449	KLF10	list	70
m10186308	KLF11	list	78
m10186418	KLF11	list	91
m10186448	KLF11	list	10
p10186292	KLF11	list	156
p10186298	KLF11	list	149
p10186313	KLF11	list	173
p10186332	KLF11	list	54
p10186347	KLF11	list	38
p10186359	KLF11	list	132
p10186382	KLF11	list	32
m74420366	KLF12	list	127
m74420389	KLF12	list	37
m74420447	KLF12	list	66
m74518161	KLF12	list	4
m74518168	KLF12	list	31
p74420370	KLF12	list	138
p74420415	KLF12	list	149
p74420476	KLF12	list	11
p74420484	KLF12	list	136
p74518174	KLF12	list	106
m31619425	KLF13	list	133
m31619431	KLF13	list	151
m31619441	KLF13	list	74
m31619452	KLF13	list	118
m31619459	KLF13	list	170
m31619467	KLF13	list	81
m31619573	KLF13	list	70
p31619414	KLF13	list	85
p31619469	KLF13	list	102
p31619561	KLF13	list	163
m126071677	KLF15	list	147
m126071685	KLF15	list	164
m126071693	KLF15	list	192
m126071700	KLF15	list	100
m126071743	KLF15	list	74
p126071630	KLF15	list	79
p126071636	KLF15	list	128
p126071659	KLF15	list	13
p126071724	KLF15	list	165
p126071734	KLF15	list	175
m1863434	KLF16	list	80
m1863447	KLF16	list	79
m1863483	KLF16	list	191
m1863489	KLF16	list	156
p1863232	KLF16	list	24
p1863243	KLF16	list	82
p1863365	KLF16	list	165
p1863421	KLF16	list	59
p1863436	KLF16	list	92
p1863463	KLF16	list	145
m44595045	KLF17	list	81
m44595101	KLF17	list	50
p44584575	KLF17	list	52
p44584584	KLF17	list	123
p44584590	KLF17	list	137
p44584597	KLF17	list	139
p44584620	KLF17	list	115
p44595048	KLF17	list	26
p44595057	KLF17	list	167
p44595125	KLF17	list	146
m38690213	KLF3	list	106
m38690233	KLF3	list	168
m38690266	KLF3	list	119
m38690271	KLF3	list	91
m38690297	KLF3	list	197
p38682260	KLF3	list	165
p38682266	KLF3	list	49
p38682281	KLF3	list	75
p38690303	KLF3	list	40
p38690321	KLF3	list	11
m110250466	KLF4	list	89
m110251226	KLF4	list	183
m110251248	KLF4	list	107
m110251253	KLF4	list	76
m110251262	KLF4	list	194
m110251322	KLF4	list	16
p110250468	KLF4	list	69
p110251196	KLF4	list	127
p110251235	KLF4	list	80
p110251301	KLF4	list	48
m73633465	KLF5	list	170
m73633528	KLF5	list	14
m73633540	KLF5	list	101
m73633561	KLF5	list	103
m73633574	KLF5	list	136
m73633582	KLF5	list	112
m73633606	KLF5	list	136
p73633454	KLF5	list	188
p73633479	KLF5	list	39
p73633545	KLF5	list	77
m3824393	KLF6	list	34
m3827106	KLF6	list	33
m3827121	KLF6	list	108
m3827139	KLF6	list	137
p3824378	KLF6	list	153
p3827108	KLF6	list	102
p3827128	KLF6	list	155
p3827145	KLF6	list	25
p3827154	KLF6	list	49
p3827170	KLF6	list	152
m207988851	KLF7	list	109
m207988890	KLF7	list	93
m207988929	KLF7	list	80
m207988947	KLF7	list	14
m207988953	KLF7	list	76
m207989069	KLF7	list	123
m207989115	KLF7	list	148
p207988837	KLF7	list	157
p207988872	KLF7	list	103
p207989006	KLF7	list	191
m56276662	KLF8	list	109
m56276697	KLF8	list	173
m56291644	KLF8	list	104
m56291678	KLF8	list	24
m56291710	KLF8	list	16
p56259752	KLF8	list	14
p56276703	KLF8	list	72
p56276715	KLF8	list	84
p56291607	KLF8	list	48
p56291665	KLF8	list	27
m73028177	KLF9	list	65
m73028198	KLF9	list	54
m73028206	KLF9	list	83
m73028212	KLF9	list	182
m73028236	KLF9	list	182
m73028251	KLF9	list	176
m73028260	KLF9	list	157
m73028272	KLF9	list	171
p73028221	KLF9	list	64
p73028243	KLF9	list	187
m50235228	KLHDC2	list	141
m50235234	KLHDC2	list	137
m50235273	KLHDC2	list	12
m50235298	KLHDC2	list	109
p50235182	KLHDC2	list	129
p50235190	KLHDC2	list	37
p50235207	KLHDC2	list	65
p50235236	KLHDC2	list	95
p50235285	KLHDC2	list	87
p50235304	KLHDC2	list	62
m42984967	KLHDC3	list	188
m42985262	KLHDC3	list	112
m42985284	KLHDC3	list	51
m42985298	KLHDC3	list	154
p42984932	KLHDC3	list	115
p42984939	KLHDC3	list	139
p42984975	KLHDC3	list	84
p42984982	KLHDC3	list	34
p42984996	KLHDC3	list	75
p42985247	KLHDC3	list	49
m117054310	KLHL13	list	104
m117079398	KLHL13	list	27
m117079407	KLHL13	list	105
m117079448	KLHL13	list	121
m117079493	KLHL13	list	169
p117054302	KLHL13	list	156
p117079421	KLHL13	list	5
p117079432	KLHL13	list	107
p117079455	KLHL13	list	106
p117079476	KLHL13	list	166
m173685197	KLHL20	list	9
m173702859	KLHL20	list	26
m173702943	KLHL20	list	87
m173702948	KLHL20	list	21
m173702953	KLHL20	list	154
m173702960	KLHL20	list	151
p173685183	KLHL20	list	200
p173702849	KLHL20	list	4
p173702863	KLHL20	list	39
p173702888	KLHL20	list	125
m6662774	KLHL21	list	68
m6662809	KLHL21	list	162
m6662867	KLHL21	list	164
p6662766	KLHL21	list	13
p6662777	KLHL21	list	103
p6662783	KLHL21	list	51
p6662795	KLHL21	list	40
p6662801	KLHL21	list	128
p6662811	KLHL21	list	111
p6662837	KLHL21	list	1
m20843377	KLHL22	list	139
m20843384	KLHL22	list	60
m20843398	KLHL22	list	54
m20843485	KLHL22	list	131
m20843491	KLHL22	list	109
p20843365	KLHL22	list	154
p20843418	KLHL22	list	61
p20843426	KLHL22	list	169
p20843436	KLHL22	list	192
p20843452	KLHL22	list	100
m86772984	KLHL4	list	128
m86773036	KLHL4	list	7
p86772887	KLHL4	list	57
p86772921	KLHL4	list	154
p86772930	KLHL4	list	155
p86772936	KLHL4	list	158
p86772971	KLHL4	list	7
p86772988	KLHL4	list	119
p86773007	KLHL4	list	147
p86773044	KLHL4	list	170
m170366337	KLHL41	list	64
m170366531	KLHL41	list	190
m170366560	KLHL41	list	156
m170366636	KLHL41	list	153
p170366280	KLHL41	list	200
p170366293	KLHL41	list	81
p170366301	KLHL41	list	31
p170366326	KLHL41	list	35
p170366503	KLHL41	list	192
p170366567	KLHL41	list	188
m27933273	KLHL42	list	94
m27933292	KLHL42	list	64
m27933304	KLHL42	list	46
m27933313	KLHL42	list	131
m27933360	KLHL42	list	91
m27933367	KLHL42	list	148
m27933372	KLHL42	list	1
p27933259	KLHL42	list	20
p27933277	KLHL42	list	95
p27933350	KLHL42	list	63
m23163418	KLHL7	list	95
m23163427	KLHL7	list	90
m23163443	KLHL7	list	91
m23164330	KLHL7	list	84
m23164674	KLHL7	list	79
m23164717	KLHL7	list	78
p23163406	KLHL7	list	168
p23164355	KLHL7	list	195
p23164378	KLHL7	list	48
p23164681	KLHL7	list	123
m51325023	KLK1	list	153
m51325058	KLK1	list	186
m51325093	KLK1	list	84
m51326969	KLK1	list	70
m51326994	KLK1	list	113
p51325041	KLK1	list	61
p51325046	KLK1	list	55
p51325082	KLK1	list	88
p51326973	KLK1	list	5
p51326983	KLK1	list	21
m51520440	KLK10	list	7
m51520537	KLK10	list	171
m51522301	KLK10	list	119
m51522313	KLK10	list	103
p51520414	KLK10	list	58
p51520527	KLK10	list	83
p51522322	KLK10	list	4
p51522346	KLK10	list	106
p51522354	KLK10	list	90
p51522365	KLK10	list	156
m51465085	KLK6	list	164
m51466581	KLK6	list	179
m51466668	KLK6	list	168
p51465094	KLK6	list	140
p51465105	KLK6	list	135
p51466573	KLK6	list	178
p51466602	KLK6	list	165
p51466633	KLK6	list	42
p51466638	KLK6	list	87
p51466647	KLK6	list	118
m89622055	KLLN	list	79
m89622074	KLLN	list	67
m89622084	KLLN	list	95
m89622131	KLLN	list	65
m89622136	KLLN	list	101
m89622157	KLLN	list	134
m89622192	KLLN	list	70
m89622233	KLLN	list	93
p89622058	KLLN	list	152
p89622162	KLLN	list	125
m40675077	KNSTRN	list	2
m40675109	KNSTRN	list	2
m40675114	KNSTRN	list	38
m40675120	KNSTRN	list	122
m40675131	KNSTRN	list	196
m40675160	KNSTRN	list	39
m40675169	KNSTRN	list	15
p40675134	KNSTRN	list	55
p40675147	KNSTRN	list	195
p40675201	KNSTRN	list	19
m123014650	KNTC1	list	69
m123019214	KNTC1	list	69
m123019225	KNTC1	list	161
m123019271	KNTC1	list	43
p123014628	KNTC1	list	63
p123014634	KNTC1	list	101
p123019231	KNTC1	list	141
p123019309	KNTC1	list	167
p123022884	KNTC1	list	191
p123022899	KNTC1	list	19
m122186176	KPNA1	list	169
m122186182	KPNA1	list	200
m122186200	KPNA1	list	174
m122186211	KPNA1	list	4
m122186267	KPNA1	list	192
m122215320	KPNA1	list	87
m122215327	KPNA1	list	36
m122215337	KPNA1	list	48
p122182817	KPNA1	list	181
p122215329	KPNA1	list	160
m66033255	KPNA2	list	47
m66033278	KPNA2	list	146
m66033285	KPNA2	list	50
m66038231	KPNA2	list	188
m66038248	KPNA2	list	152
p66033475	KPNA2	list	5
p66036785	KPNA2	list	86
p66036828	KPNA2	list	27
p66038344	KPNA2	list	20
p66038427	KPNA2	list	6
m50321086	KPNA3	list	132
m50321098	KPNA3	list	38
m50366578	KPNA3	list	69
m50366589	KPNA3	list	61
p50306752	KPNA3	list	155
p50306766	KPNA3	list	45
p50306878	KPNA3	list	130
p50366563	KPNA3	list	108
p50366593	KPNA3	list	25
p50366606	KPNA3	list	40
m160253333	KPNA4	list	37
m160253597	KPNA4	list	5
m160253611	KPNA4	list	156
m160254585	KPNA4	list	2
m160283003	KPNA4	list	12
m160283017	KPNA4	list	143
m160283040	KPNA4	list	46
m160283051	KPNA4	list	145
p160282991	KPNA4	list	11
p160283021	KPNA4	list	168
m117010488	KPNA5	list	81
m117010499	KPNA5	list	160
m117010542	KPNA5	list	70
m117010550	KPNA5	list	116
m117013247	KPNA5	list	168
m117013277	KPNA5	list	195
p117010468	KPNA5	list	137
p117010478	KPNA5	list	91
p117010559	KPNA5	list	191
p117013261	KPNA5	list	109
m32620194	KPNA6	list	78
m32620204	KPNA6	list	98
m32620255	KPNA6	list	77
m32620300	KPNA6	list	165
m32622499	KPNA6	list	27
p32620184	KPNA6	list	111
p32620258	KPNA6	list	19
p32620264	KPNA6	list	59
p32620278	KPNA6	list	57
p32622522	KPNA6	list	12
m98800788	KPNA7	list	54
m98800820	KPNA7	list	47
m98800832	KPNA7	list	82
m98800841	KPNA7	list	48
m98800848	KPNA7	list	179
m98805059	KPNA7	list	151
p98800776	KPNA7	list	159
p98800794	KPNA7	list	99
p98805019	KPNA7	list	187
p98805063	KPNA7	list	185
m45734403	KPNB1	list	153
m45734419	KPNB1	list	37
m45735878	KPNB1	list	26
m45735901	KPNB1	list	2
m45735948	KPNB1	list	82
m45735986	KPNB1	list	137
p45734374	KPNB1	list	89
p45734384	KPNB1	list	101
p45735905	KPNB1	list	105
p45735974	KPNB1	list	31
m47987277	KPTN	list	40
m47987319	KPTN	list	76
m47987326	KPTN	list	19
m47987331	KPTN	list	167
p47987205	KPTN	list	116
p47987236	KPTN	list	53
p47987260	KPTN	list	42
p47987267	KPTN	list	2
p47987358	KPTN	list	36
p47987364	KPTN	list	175
m75902079	KRR1	list	147
m75902086	KRR1	list	13
m75902198	KRR1	list	183
m75902208	KRR1	list	21
m75905304	KRR1	list	13
m75905356	KRR1	list	86
m75905361	KRR1	list	145
p75902190	KRR1	list	111
p75905288	KRR1	list	74
p75905295	KRR1	list	107
m39741245	KRT14	list	104
m39741293	KRT14	list	68
m39742578	KRT14	list	113
m39742793	KRT14	list	16
m39742800	KRT14	list	43
m39742909	KRT14	list	90
p39741212	KRT14	list	186
p39741225	KRT14	list	42
p39742561	KRT14	list	97
p39742917	KRT14	list	28
m53344110	KRT18	list	152
m53344610	KRT18	list	129
m53345542	KRT18	list	124
m53345629	KRT18	list	164
m53345988	KRT18	list	141
p53343140	KRT18	list	133
p53343352	KRT18	list	66
p53344527	KRT18	list	47
p53345407	KRT18	list	164
p53345618	KRT18	list	186
m52627081	KRT7	list	134
m52627103	KRT7	list	113
m52627114	KRT7	list	32
m52627139	KRT7	list	150
m52627147	KRT7	list	15
m52627173	KRT7	list	136
m52627181	KRT7	list	79
m52627196	KRT7	list	178
p52627119	KRT7	list	23
p52627185	KRT7	list	90
m53295774	KRT8	list	160
m53295846	KRT8	list	197
m53298566	KRT8	list	160
m53298604	KRT8	list	85
m53298613	KRT8	list	187
m53298622	KRT8	list	183
p53294932	KRT8	list	40
p53298432	KRT8	list	36
p53298552	KRT8	list	60
p53298657	KRT8	list	15
m25904569	KSR1	list	152
m25904621	KSR1	list	79
m25904635	KSR1	list	158
p25904543	KSR1	list	171
p25904549	KSR1	list	72
p25904555	KSR1	list	175
p25904574	KSR1	list	3
p25904626	KSR1	list	169
p25904637	KSR1	list	129
p25904642	KSR1	list	194
m118298212	KSR2	list	91
m118298229	KSR2	list	183
m118405937	KSR2	list	121
m118405943	KSR2	list	181
m118405948	KSR2	list	11
p118298161	KSR2	list	40
p118405865	KSR2	list	147
p118405870	KSR2	list	124
p118405910	KSR2	list	183
p118405927	KSR2	list	39
m143642963	KYNU	list	163
m143643007	KYNU	list	189
m143643031	KYNU	list	36
p143642941	KYNU	list	108
p143642965	KYNU	list	54
p143642989	KYNU	list	130
p143642997	KYNU	list	52
p143643019	KYNU	list	10
p143643033	KYNU	list	76
p143643042	KYNU	list	14
m42143273	L3MBTL1	list	117
m42143279	L3MBTL1	list	44
m42143334	L3MBTL1	list	184
m42143381	L3MBTL1	list	163
m42143660	L3MBTL1	list	83
m42143694	L3MBTL1	list	93
p42143285	L3MBTL1	list	135
p42143294	L3MBTL1	list	159
p42143349	L3MBTL1	list	155
p42143664	L3MBTL1	list	93
m41601379	L3MBTL2	list	22
m41605707	L3MBTL2	list	158
m41605720	L3MBTL2	list	176
m41605814	L3MBTL2	list	104
m41605878	L3MBTL2	list	67
p41605710	L3MBTL2	list	128
p41605735	L3MBTL2	list	31
p41605754	L3MBTL2	list	80
p41605773	L3MBTL2	list	42
p41605797	L3MBTL2	list	188
m130363860	L3MBTL3	list	75
p130363850	L3MBTL3	list	98
p130363879	L3MBTL3	list	198
p130363884	L3MBTL3	list	14
p130363892	L3MBTL3	list	173
p130363897	L3MBTL3	list	50
p130363910	L3MBTL3	list	63
p130363924	L3MBTL3	list	169
p130370423	L3MBTL3	list	136
p130370431	L3MBTL3	list	110
m6264011	L3MBTL4	list	116
m6264028	L3MBTL4	list	120
m6301943	L3MBTL4	list	117
m6311554	L3MBTL4	list	172
m6311562	L3MBTL4	list	169
m6311572	L3MBTL4	list	109
m6311609	L3MBTL4	list	126
p6264013	L3MBTL4	list	113
p6264018	L3MBTL4	list	40
p6301891	L3MBTL4	list	184
m211341041	LANCL1	list	91
m211341046	LANCL1	list	73
m211341064	LANCL1	list	197
m211341071	LANCL1	list	84
m211341110	LANCL1	list	22
p211336771	LANCL1	list	9
p211341024	LANCL1	list	129
p211341050	LANCL1	list	50
p211341079	LANCL1	list	196
p211341084	LANCL1	list	175
m55433731	LANCL2	list	129
m55433799	LANCL2	list	83
m55433804	LANCL2	list	33
m55433839	LANCL2	list	152
m55433851	LANCL2	list	12
p55433719	LANCL2	list	48
p55433735	LANCL2	list	34
p55433740	LANCL2	list	130
p55433762	LANCL2	list	74
p55433825	LANCL2	list	138
m17579132	LAP3	list	99
m17579143	LAP3	list	153
m17579162	LAP3	list	93
m17579176	LAP3	list	77
p17579087	LAP3	list	125
p17579093	LAP3	list	163
p17579117	LAP3	list	197
p17579134	LAP3	list	159
p17579168	LAP3	list	167
p17583379	LAP3	list	171
m71146320	LARP6	list	152
m71146327	LARP6	list	162
m71146333	LARP6	list	140
m71146351	LARP6	list	120
m71146357	LARP6	list	15
m71146384	LARP6	list	20
m71146412	LARP6	list	171
p71146339	LARP6	list	124
p71146370	LARP6	list	172
p71146376	LARP6	list	146
m113567578	LARP7	list	74
m113567797	LARP7	list	63
p113565819	LARP7	list	47
p113565827	LARP7	list	192
p113565902	LARP7	list	74
p113565929	LARP7	list	113
p113565937	LARP7	list	143
p113565942	LARP7	list	195
p113567585	LARP7	list	7
p113567747	LARP7	list	115
m64754471	LAS1L	list	82
m64754479	LAS1L	list	72
m64754486	LAS1L	list	34
m64754502	LAS1L	list	30
m64754508	LAS1L	list	123
m64754524	LAS1L	list	125
m64754529	LAS1L	list	160
m64754554	LAS1L	list	8
m64754580	LAS1L	list	197
m64754588	LAS1L	list	173
m28996794	LAT	list	53
m28996799	LAT	list	195
m28996827	LAT	list	82
m28997032	LAT	list	86
m28997039	LAT	list	119
m28997195	LAT	list	45
p28996773	LAT	list	151
p28996785	LAT	list	54
p28996816	LAT	list	32
p28997164	LAT	list	166
m150023148	LATS1	list	163
m150023159	LATS1	list	180
m150023181	LATS1	list	134
m150023223	LATS1	list	112
p150023064	LATS1	list	195
p150023110	LATS1	list	160
p150023129	LATS1	list	47
p150023185	LATS1	list	35
p150023190	LATS1	list	76
p150023197	LATS1	list	150
m21620010	LATS2	list	60
m21620094	LATS2	list	11
m21620120	LATS2	list	36
p21619941	LATS2	list	97
p21619970	LATS2	list	85
p21620022	LATS2	list	122
p21620030	LATS2	list	150
p21620058	LATS2	list	30
